K,Theta,DSMDV,dt,vinfLaunch,vinf1x,vinf1y,vinf2x,vinf2y,bendang,fb_radius,dvegaRA
2,-15,0.0513685998252516,695.219266441782,5.15010617287766,5.51338211387576,1.11511658581145,5.43335357961316,-1.4558627038501,26.4341858465597,42500.1636440316,360442441.52694
2,-16,0.0584990132451566,692.630240944346,5.15010617287766,5.56316446955424,1.18440228390499,5.46750980752018,-1.56778320889744,28.0188706535454,38574.6426299669,364844710.730294
2,-17,0.0661036806679185,690.052347925623,5.15010617287766,5.61608749753316,1.25271447112895,5.50267864052233,-1.68233769061491,29.5744445954372,35129.483517775,369579275.289931
2,-18,0.0741852979601949,687.485391167124,5.15010617287766,5.67213796903917,1.31999341047127,5.53867192101413,-1.79962359810964,31.1004365495085,32087.1769966732,374657077.860064
2,-19,0.082746736527441,684.929173973521,5.15010617287766,5.73130189766957,1.38617964654369,5.57529864350731,-1.91972927529598,32.5965225139058,29386.1756233733,380090324.330967
2,-20,0.0917910386892081,682.383501556833,5.15010617287766,5.79356451943314,1.45121389023598,5.61236573235436,-2.04273407039263,34.0625141920117,26976.9211012769,385892601.371898
2,-21,0.101321419157641,679.848180798014,5.15010617287766,5.85891029774581,1.51503704135768,5.64967880069502,-2.16870850108884,35.4983483607919,24819.0074890565,392079011.670065
2,-22,0.111341275513802,677.32301738592,5.15010617287766,5.92732296540941,1.577590351305,5.68704290598044,-2.29771448146588,36.9040771326207,22879.1188043891,398666331.273215
2,-23,0.121854180761128,674.807818916758,5.15010617287766,5.99878549264769,1.63881526848049,5.72426309500029,-2.42980552518567,38.2798554010804,21129.5097260187,405673174.206501
2,-24,0.132863889466842,672.302393463572,5.15010617287766,6.07328011099827,1.69865352435682,5.76114498607481,-2.56502700802195,39.6259305521004,19546.8639747932,413120187.62277
2,-25,0.144374334437027,669.806551006754,5.15010617287766,6.15078829818554,1.75704706670916,5.79749521448778,-2.70341641663261,40.9426312004069,18111.4282893493,421030266.10463
2,-26,0.156389640117696,667.320100334604,5.15010617287766,6.23129083156358,1.81393823519152,5.83312193570634,-2.84500366112236,42.2303583125789,16806.3439058174,429428807.083371
2,-27,0.168914111384438,664.842852619608,5.15010617287766,6.31476774041306,1.86926957922647,5.86783509349277,-2.98981131357109,43.4895739919143,15617.1288506113,438343984.285163
2,-28,0.181952244614004,662.37461903425,5.15010617287766,6.40119834958124,1.92298399495175,5.90144679327386,-3.1378549204321,44.7207934145372,14531.2679143289,447807077.34566
2,-29,0.195508722956912,659.915212419947,5.15010617287766,6.4905612582891,1.97502464460974,5.9337715161137,-3.28914326063444,45.9245757095276,13537.888043828,457852838.552611
2,-30,0.209588432333816,657.464444187601,5.15010617287766,6.58283440340663,2.02533513210283,5.96462642459718,-3.44367867185674,47.1015174063638,12627.4961327455,468519931.756857
2,-31,0.224196449371612,655.022127655466,5.15010617287766,6.67799500808879,2.07385933209584,5.99383144386375,-3.60145727170683,48.252244000998,11791.7685025384,479851418.303434
2,-32,0.239338046341774,652.588077333887,5.15010617287766,6.77601959984071,2.12054143674499,6.02120942187176,-3.76246922915534,49.3774038298797,11023.3776003625,491895335.544309
2,-33,0.255018703170341,650.162107017954,5.15010617287766,6.8768840569317,2.16532606667564,6.04658629689623,-3.92669905412843,50.4776629817679,10315.8490449781,504705377.58333
2,-34,0.271244095685279,647.744032648524,5.15010617287766,6.98056355838298,2.2081581247544,6.06979109404809,-4.09412578838974,51.5536990708793,9663.44410947269,518341672.532642
2,-35,0.288020116941075,645.333668735941,5.15010617287766,7.08703266764968,2.24898299661004,6.09065609334028,-4.26472330919977,52.6061979354113,9061.0601133513,532871726.006101
2,-36,0.305352863799887,642.930831459482,5.15010617287766,7.19626527572947,2.28774639103183,6.10901677381987,-4.43846049047824,53.6358484855933,8504.14804036688,548371504.839487
2,-37,0.323248645832846,640.53533747526,5.15010617287766,7.30823463439916,2.32439441151155,6.12471187114678,-4.61530143621532,54.6433396100991,7988.64196401701,564926744.796077
2,-38,0.341713988228489,638.147003916224,5.15010617287766,7.42291336505022,2.35887356329731,6.13758338447081,-4.79520567977349,55.6293571176989,7510.89924980386,582634505.543011
2,-39,0.360755642368777,635.765647200068,5.15010617287766,7.54027349791252,2.39113082436644,6.14747660868041,-4.97812840214918,56.5945814862476,7067.6492496096,601605044.200534
2,-40,0.380380574285261,633.391085413416,5.15010617287766,7.66028642284761,2.42111352355894,6.15424004412871,-5.16402055120485,57.5396848506195,6655.94973400024,621964053.054003
2,-41,0.400595981101604,631.023136166056,5.15010617287766,7.78292295173702,2.44876946242341,6.30026176888258,-5.18430932683697,56.9153393515912,6578,643440412.181983
2,-42,0.421409283397363,628.661618259867,5.15010617287766,7.90815328482189,2.47404683152696,6.48104422835554,-5.16293151329041,55.913706676723,6578,665223128.297516
2,-43,0.442828144753833,626.306349304636,5.15010617287766,8.03594708460786,2.4968943442936,6.66171725259343,-5.14124986357228,54.9203757305165,6578,687223596.425085
2,-44,0.464860458964596,623.957148102244,5.15010617287766,8.16627342164259,2.51726111447675,6.84224751654287,-5.11940172655416,53.9359696233618,6578,709370649.177609
2,-45,0.487512154822418,621.614123848398,5.15010617287766,8.29909218521716,2.53508121617671,7.02258250413069,-5.09753890068748,52.9611475856326,6578,731584839.561035
2,-46,0.510796156361089,619.276490238627,5.15010617287766,8.43438915152195,2.55033705084586,7.2027558133433,-5.07577069276949,51.9962263015389,6578,753787533.555665
2,-47,0.534718751744669,616.944382694681,5.15010617287766,8.57212258403277,2.56296221750586,7.38272465795783,-5.05424945455097,51.0417689599618,6578,775888048.554788
2,-48,0.559288826860396,614.617619541605,5.15010617287766,8.71225942782545,2.57290776246587,7.56248000199865,-5.03311185165412,50.0981874319803,6578,797793429.722603
2,-49,0.584515516629022,612.296020058115,5.15010617287766,8.85476609050707,2.58012516924111,7.74201773681665,-5.01249336851049,49.1658481435138,6578,819406929.264953
2,-50,0.610408216034695,609.979403522928,5.15010617287766,8.99960848099726,2.58456641343638,7.92133834479398,-4.99252793522458,48.2450744524352,6578,840628975.401139
2,-51,0.636976590262748,607.667588499506,5.15010617287766,9.14675204419589,2.58618400413212,8.10044654626477,-4.97334760622438,47.3361490386881,6578,861358274.247756
2,-52,0.664230570611011,605.360393789728,5.15010617287766,9.29616174066808,2.58493093670114,8.27935080778253,-4.95508236640385,46.439316716121,6578,881493017.589356
2,-53,0.692180360255365,603.057638195475,5.15010617287766,9.44780206436701,2.58076070864761,8.45806296634233,-4.93785991499813,45.5547867845249,6578,900932193.411876
2,-54,0.720836435773883,600.759140757044,5.15010617287766,9.60163704401566,2.57362731011453,8.63659782441457,-4.92180550973916,44.6827354288745,6578,919576958.315323
2,-55,0.750209568096433,598.464718965014,5.15010617287766,9.75763031797884,2.56348531985578,8.81497293493852,-4.90704173242467,43.8233074484377,6578,937332052.86068
2,-56,0.780310805403684,596.174191025217,5.15010617287766,9.91574506439375,2.55028978891224,8.99320804916561,-4.89368850397142,42.9766190527576,6578,954107185.106341
2,-57,0.811151487010091,593.88737478586,5.15010617287766,10.0759440491784,2.53399629891518,9.17132487163912,-4.88186294604259,42.1427595943561,6578,969818388.720169
2,-58,0.842743248709585,591.604087618311,5.15010617287766,10.2381896412405,2.51456096991264,9.34934674875783,-4.87167931753565,41.3217934869712,6578,984389288.153967
2,-59,0.875098030785615,589.324146059473,5.15010617287766,10.4024438374161,2.49194048001552,9.52729839507948,-4.86324895904498,40.5137619684798,6578,997752239.694453
2,-60,0.908228070893958,587.047366884669,5.15010617287766,10.5686682309695,2.46609201137998,9.70520551483567,-4.8566803374011,39.7186851454852,6578,1009849306.6598
2,-61,0.942145923238726,584.773565677126,5.15010617287766,10.7368240780546,2.43697332447327,9.88309465574239,-4.85207896606425,38.9365632847872,6578,1020633056.53766
2,-62,0.976864447186951,582.502558258494,5.15010617287766,10.9068722505184,2.40454268561874,10.0609928357081,-4.84954750218215,38.1673787604128,6578,1030067134.6715
2,-63,1.01239682833602,580.234159139117,5.15010617287766,11.0787733088246,2.36875894617678,10.2389274411169,-4.84918568720172,37.4110971507155,6578,1038126622.56149
2,-64,1.0487565734797,577.968182352503,5.15010617287766,11.2524874783476,2.32958149999718,10.4169259388038,-4.85109043421957,36.6676688593962,6578,1044798155.01647
2,-65,1.08595751148573,575.704441693743,5.15010617287766,11.4279746479753,2.28697027156959,10.5950156558487,-4.85535589119173,35.9370304914301,6578,1050079810.63398
2,-66,1.12401380983925,573.442749646624,5.15010617287766,11.6051944256275,2.24088576923229,10.7732236858406,-4.86207343652946,35.2191058443616,6578,1053980785.30796
2,-67,1.16293997017056,571.182918098887,5.15010617287766,11.7841061171083,2.19128904850782,10.9515766592933,-4.87133178391713,34.5138072518165,6578,1056520861.1264
2,-68,1.20275083327782,568.924758223017,5.15010617287766,11.9646687398316,2.13814171722985,11.1301005994143,-4.88321704450853,33.8210366513064,6578,1057729701.04273
2,-69,1.24346158881442,566.668079999407,5.15010617287766,12.1468410531754,2.08140595766452,11.3088208216216,-4.89781277267374,33.1406865089409,6578,1057645995.97286
2,-70,1.28508777126174,564.412692812403,5.15010617287766,12.3305815397809,2.02104449584881,11.4877617563627,-4.91520007654177,32.4726409141724,6578,1056316496.35144
2,-71,1.3276452709394,562.158404854258,5.15010617287766,12.5158484408581,1.95702062899859,11.6669468842938,-4.9354576622561,31.8167763507488,6578,1053794962.30446
2,-72,1.3711503358348,559.905023244341,5.15010617287766,12.7025997587238,1.88929821761103,11.846398623235,-4.95866192080227,31.172962565914,6578,1050141065.04106
2,-73,1.41561957302472,557.652354148348,5.15010617287766,12.8907932583174,1.81784167766223,12.0261382262597,-4.9848870154321,30.541063378342,6578,1045419271.7397
2,-74,1.46106995645457,555.400202420672,5.15010617287766,13.0803864913096,1.74261599528282,12.2061857297139,-5.0142049420401,29.9209373371047,6578,1039697741.77024
2,-75,1.50751882805731,553.148371723612,5.15010617287766,13.2713367970069,1.66358671840723,12.3865598710493,-5.04668561633884,29.3124384268154,6578,1033047260.57982
2,15,0.0513558809552983,779.082143333872,5.15010617287766,5.513325759117,-1.11479118938733,5.43323792432067,1.45583171410787,26.4310509088991,42508.3920282358,360434130.88054
2,16,0.0584846516906153,782.119121101816,5.15010617287766,5.56310130868474,-1.1840607739229,5.46738207390513,1.56774658187272,28.0156383209773,38582.1999835388,364835311.109114
2,17,0.0660875173723302,785.174027946909,5.15010617287766,5.61601686666218,-1.25235547477264,5.5025379840445,1.68229468761409,29.571108704858,35136.4821194242,369568658.898662
2,18,0.0741671553288515,788.247087982615,5.15010617287766,5.67205913090938,-1.3196154516525,5.53851742812202,1.79957340032607,31.0969905353991,32093.7056382348,374645098.927096
2,19,0.0827264162211648,791.338527229746,5.15010617287766,5.73121403438914,-1.38578113784761,5.57512932741398,1.91967097508968,32.5929593861193,29392.305560813,380076816.490512
2,20,0.0917683221190124,794.448571709116,5.15010617287766,5.79346673440121,-1.4507931668954,5.6121805474138,2.04266666858643,34.0588268853753,26982.7096938075,385877376.16546
2,21,0.10129606790652,797.577447441538,5.15010617287766,5.8588016176019,-1.51459238742028,5.64947665643122,2.16863090517608,35.4945299835566,24824.5010577397,392061856.782557
2,22,0.11131302041277,800.72537949415,5.15010617287766,5.92720229471976,-1.5771198357333,5.68682259433188,2.297625469782,36.9001195890079,22884.3569304853,398647000.890939
2,23,0.12182272977785,803.892595795115,5.15010617287766,5.99865164947838,-1.63831691968512,5.72402337005699,2.42970376798442,38.2757509408824,21134.5246381134,405651391.584012
2,24,0.132828919718594,807.079322365244,5.15010617287766,6.07313179325241,-1.69812522096075,5.76088451586986,2.56491103921504,39.6216708749758,19551.6831066831,413095636.145764
2,25,0.144335488423369,810.285783318003,5.15010617287766,6.15062406783157,-1.75648651249997,5.7972125691677,2.70328461695531,40.9382073146986,18116.075315562,421002582.320452
2,26,0.156346526976518,813.512206581553,5.15010617287766,6.23110912410686,-1.81334302236758,5.83281562070785,2.84485426131523,42.2257610919228,16810.8388472336,429397577.08938
2,27,0.168866299944411,816.758816269358,5.15010617287766,6.31456683505644,-1.8686371161979,5.86750351580927,2.98964236630286,43.4847936493704,15621.4892136815,438308732.505598
2,28,0.181899261235399,820.025837448557,5.15010617287766,6.40097636300187,-1.92231151979951,5.90108827068513,3.13766429059021,44.7158196645834,14535.5089488271,447767257.946866
2,29,0.195450047696574,823.31349327894,5.15010617287766,6.49031612970723,-1.97430921134442,5.93338427326736,3.2889286084196,45.9193977158922,13542.0231384111,457807823.829573
2,30,0.209523494187785,826.622008827646,5.15010617287766,6.58256387897242,-2.02457359810572,5.96420859009595,3.44343743499498,47.0961237430403,12631.537119962,468468998.479104
2,31,0.22412461712086,829.951605347117,5.15010617287766,6.67769660368408,-2.07304828977007,5.9933810168997,3.60118662788238,48.2466222295269,11795.7261749233,479793727.572725
2,32,0.239258626150366,833.302503136118,5.15010617287766,6.77569059386857,-2.11967723616561,6.02072428887458,3.7621660844138,49.3715407377638,11027.2616622284,491829915.215203
2,33,0.254930934325334,836.674923447092,5.15010617287766,6.87652147723067,-2.16440482054541,6.04606424016119,3.92636002652061,50.4715446781803,10319.6681821141,504631100.218163
2,34,0.271147150971508,840.069085625132,5.15010617287766,6.98016418619347,-2.20717575542573,6.06922982572789,4.09374720812754,51.5473113443932,9667.20590109979,518257232.815967
2,35,0.287913065206606,843.485202339609,5.15010617287766,7.08659288631416,-2.24793490668073,6.09005307493243,4.26430107116491,52.5995241757386,9064.77233836782,532775579.756378
2,36,0.305234705482594,846.923493889292,5.15010617287766,7.19578122427225,-2.28662788937304,6.10836946806039,4.43799019531536,53.6288725273163,8507.81705581916,548261865.509548
2,37,0.323118254770681,850.384166267832,5.15010617287766,7.30770196891624,-2.32320019828521,6.12401745544314,4.61477815644939,54.6360425382022,7992.27451510669,564801486.360237
2,38,0.34157016756832,853.867438820322,5.15010617287766,7.42232749852226,-2.35759833201562,6.13683911082615,4.79462418947273,55.6217210776629,7514.5005222963,582491162.425811
2,39,0.360597037119937,857.373511818369,5.15010617287766,7.53962924327359,-2.38976851813593,6.1466793839999,4.97748282233204,56.5865852168981,7071.22511739185,601440658.472808
2,40,0.380205703170112,860.902591255625,5.15010617287766,7.65957813241482,-2.41965771612471,6.15338666577711,5.16330448174477,57.5313061204864,6659.50552818325,621775119.555228
2,41,0.400403224391028,864.454881218394,5.15010617287766,7.78214447553211,-2.44721332723625,6.29766053268735,5.18556626821891,56.9249801400977,6578,643232847.922945
2,42,0.421196864402597,868.030580070933,5.15010617287766,7.90729790187865,-2.47238306393767,6.47826406391686,5.16431339502782,55.9239464362793,6578,664998327.818606
2,43,0.442594094226149,871.629880455454,5.15010617287766,8.03500736816402,-2.49511497048617,6.65874531582676,5.14276705104845,54.9312474956296,6578,686980824.918894
2,44,0.464602623427591,875.25297501417,5.15010617287766,8.16524128349716,-2.51535765757207,6.83907010126444,5.12106527133014,53.9475077106634,6578,709109289.910009
2,45,0.487230376961547,878.900050667246,5.15010617287766,8.29796741095305,-2.53306010065053,7.01921072422566,5.09934676558302,52.9732948714483,6578,731306551.938817
2,46,0.510485468747407,882.571282890757,5.15010617287766,8.43315275762237,-2.54817144894392,7.199145244374,5.07775057648699,52.0091242100393,6578,753489660.607631
2,47,0.534376292747724,886.266852882822,5.15010617287766,8.57076394267897,-2.56064168044595,7.37885814256856,5.05641502337503,51.055457347113,6578,775570491.298066
2,48,0.558912485715892,889.987124947031,5.15010617287766,8.71077108052951,-2.57042801891896,7.55835057335854,5.03547114260856,50.1126677597078,6578,797457279.79784
2,49,0.584108401046993,893.73326256605,5.15010617287766,8.85316169942153,-2.57751673494283,7.73767619358847,5.01502060994657,49.1809196641277,6578,819058287.876645
2,50,0.609967605285948,897.504375008066,5.15010617287766,8.99787822223625,-2.58182049060382,7.91676983277565,4.99523422501374,48.2607665845537,6578,840268897.846191
2,51,0.636499422313906,901.300612953623,5.15010617287766,9.14488486951528,-2.58329064251197,8.09563412814038,4.97624536007501,47.3524959512096,6578,860988024.869251
2,52,0.663713472928832,905.122130897959,5.15010617287766,9.29414552111439,-2.58187937729057,8.27427600926875,4.95818501157112,46.4563551059316,6578,881114146.358854
2,53,0.691619538648673,908.969062355478,5.15010617287766,9.44562316877416,-2.57753885618221,8.45270486829692,4.94118245069759,45.5725585730593,6578,900546500.719377
2,54,0.720227684873047,912.841540840586,5.15010617287766,9.59928040583414,-2.57022197447604,8.63093342870402,4.92536429690133,44.7012860920469,6578,919186558.03535
2,55,0.749548164714864,916.739682701548,5.15010617287766,9.75507904260275,-2.55988178603419,8.80897640707488,4.9108549709287,43.8426880420353,6578,936939354.052874
2,56,0.779591513520001,920.663602379282,5.15010617287766,9.91298047863725,-2.54647204978935,8.98685105619384,4.89777602223593,42.9968845735003,6578,953714951.010555
2,57,0.810368472821369,924.613399055918,5.15010617287766,10.0729453999808,-2.52994679426487,9.16457609033188,4.88624650394571,42.1639700141018,6578,969429737.151427
2,58,0.841890022392664,928.589161423166,5.15010617287766,10.2349339043326,-2.51026050438633,9.34217166213443,4.87638272299776,41.3440137776053,6578,984007711.153918
2,59,0.874167353544655,932.59096291395,5.15010617287766,10.3989053953525,-2.48736798731098,9.51965882149974,4.8682983524053,40.5370628907954,6578,997381607.571192
2,60,0.907211896466347,936.618865517099,5.15010617287766,10.5648186886135,-2.46122452413312,9.69705946785018,4.86210425211644,39.7431429314901,6578,1009493889.16701
2,61,0.941035299101473,940.672915962656,5.15010617287766,10.7326319283286,-2.43178576954639,9.87439589880314,4.85790858000082,38.9622601872504,6578,1020297526.12819
2,62,0.975649449393263,944.753148582895,5.15010617287766,10.9023026728034,-2.39900786957505,10.0516907401695,4.85581667607911,38.194402616102,6578,1029756580.16074
2,63,1.0110664207585,948.859576729258,5.15010617287766,11.0737876834776,-2.36284721438259,10.2289662799254,4.85593136909967,37.4395425262976,6578,1037846538.34165
3,-15,0.0518582003673112,1060.52054909962,6.96228816582806,7.42074377045224,1.43261768341056,7.3002416638577,-1.9560938583827,25.9268565079488,24129.1672895712,549278171.758979
3,-16,0.0590401128447724,1057.98154572743,6.96228816582806,7.48350108933144,1.52149779851886,7.34077638827256,-2.10493375722436,27.4923706200174,21929.1679963367,560295733.837044
3,-17,0.0666955726275208,1055.45918778676,6.96228816582806,7.55020021217407,1.60910717350175,7.38244658983575,-2.25704042674264,29.0309453382386,19997.0571987813,572326089.710546
3,-18,0.07482649487113,1052.95321778554,6.96228816582806,7.62082122624139,1.695368113934,7.4250164005723,-2.4125340733983,30.5420777606212,18289.5740716106,585441908.294213
3,-19,0.0834349186254716,1050.46337537068,6.96228816582806,7.6953430569878,1.78020331711523,7.46824588686958,-2.57152328168616,32.0253981358831,16772.3871173061,599726240.050754
3,-20,0.0925229968462203,1047.98940495747,6.96228816582806,7.77374342726767,1.86353566062653,7.51189199782506,-2.7341050902308,33.4806600235379,15417.8698532978,615274132.754378
3,-21,0.102093004400819,1045.53104905385,6.96228816582806,7.85599890075591,1.94528842230384,7.55570960397934,-2.90036517613935,34.9077328428968,14203.510954307,632194607.0984
3,-22,0.112147347090196,1043.08804253834,6.96228816582806,7.9420849324057,2.02538547178179,7.59945246224622,-3.07037809673503,36.3065937374315,13110.7597257458,650613051.861163
3,-23,0.122688539064059,1040.66012887257,6.96228816582806,8.03197576332468,2.10375079900057,7.64287380972253,-3.24420745569517,37.6773150217768,12124.1766536461,670674083.358413
3,-24,0.133719217260595,1038.24704961079,6.96228816582806,8.12564449587038,2.18030884919134,7.68572722177586,-3.42190622659129,39.0200569346093,11230.7929306394,692545122.029474
3,-25,0.14524214702672,1035.84854153889,6.96228816582806,8.22306312707435,2.25498462735836,7.72776730676173,-3.60351707558282,40.3350589377889,10419.6251437875,716420792.348491
3,-26,0.157260210688863,1033.46434430379,6.96228816582806,8.32420249722695,2.32770348548153,7.76875017672412,-3.78907263361515,41.6226293710794,9681.30304679605,742528360.776778
3,-27,0.169776415568167,1031.09419564503,6.96228816582806,8.42903233483749,2.39839128417712,7.80843402205802,-3.97859585493671,42.8831378008813,9007.77851444181,771134600.027454
3,-28,0.182793886027512,1028.73783616322,6.96228816582806,8.53752122236054,2.46697426611954,7.84657948352306,-4.17210031767067,44.1170060863421,8392.09748896456,802554438.313522
3,-29,0.196315877693226,1026.39500169057,6.96228816582806,8.6496366727576,2.53337930358981,7.88295015049524,-4.36959062057047,45.3247021070818,7828.21768104081,837162066.301954
3,-30,0.210345766027542,1024.06542996663,6.96228816582806,8.76534507817921,2.59753371391675,7.91731278912682,-4.57106267006083,46.5067315229327,7310.86347159306,875405209.676528
3,-31,0.224887052020378,1021.7488577773,6.96228816582806,8.88461174429987,2.65936536264726,7.94943766409261,-4.77650403576769,47.6636317411801,6835.40769597425,917823814.642149
3,-32,0.239943358805282,1019.44502286214,6.96228816582806,9.00740087953191,2.71880262273605,8.05167364184767,-4.86782393592497,47.9519877126522,6578,964792379.302288
3,-33,0.25551844231944,1017.15365914601,6.96228816582806,9.13367565460942,2.77577453433631,8.2526263659096,-4.79824064567091,47.0788852905117,6578,1014450332.36552
3,-34,0.27161617334299,1014.87450532216,6.96228816582806,9.26339811943659,2.83021056301484,8.45349390789486,-4.72853860081173,46.21014704901,6578,1066293012.78206
3,-35,0.288240562147519,1012.60729388493,6.96228816582806,9.396529332886,2.88204094508555,8.65421667939705,-4.65891158737559,45.3468355756488,6578,1120277273.71281
3,-36,0.305395734335492,1010.35176209706,6.96228816582806,9.53302924928044,2.93119637433438,8.8547473688573,-4.58955421432869,44.4899236543339,6578,1176332318.46408
3,-37,0.323085949853221,1008.10764388341,6.96228816582806,9.67285682042614,2.97760826061985,9.05505038943064,-4.5206606228568,43.6402967417077,6578,1234356187.24112
3,-38,0.341315593450221,1005.87467412251,6.96228816582806,9.8159699555689,3.02120861670075,9.25510080964161,-4.45242368577267,42.7987571779316,6578,1294212250.89607
3,-39,0.360089183542722,1003.65258530873,6.96228816582806,9.96232557311875,3.06193017287529,9.45488356920006,-4.38503408210823,41.9660276591583,6578,1355726024.49228
3,-40,0.379411361664326,1001.44111184376,6.96228816582806,10.1118795563142,3.09970626408521,9.65439239663273,-4.31867972149527,41.1427557180579,6578,1418682370.38521
3,-41,0.399286904103589,999.239985745132,6.96228816582806,10.2645868191062,3.13447097220577,9.85362906762599,-4.25354499684731,40.32951726378,6578,1482823447.10464
3,-42,0.419720707915672,997.048941891372,6.96228816582806,10.4204012456163,3.16615898518882,10.0526023146535,-4.18981044231806,39.5268212331681,6578,1547847489.07155
3,-43,0.440717815484344,994.86770943898,6.96228816582806,10.5792758199586,3.19470586485811,10.2513272885218,-4.12765202764577,38.7351126603054,6578,1613408871.6776
3,-44,0.462283387910678,992.696021359146,6.96228816582806,10.7411625041954,3.22004777927425,10.4498243628577,-4.06724113223776,37.9547777244501,6578,1679119414.21486
3,-45,0.484422718564373,990.533609669387,6.96228816582806,10.9060123145577,3.24212165762563,10.6481185189995,-4.0087441242201,37.1861471084036,6578,1744551421.88852
3,-46,0.507141242673054,988.380202572524,6.96228816582806,11.0737753777873,3.26086528689922,10.8462386944419,-3.95232206685956,36.4294995007854,6578,1809242475.2526
3,-47,0.530444510815086,986.235533039749,6.96228816582806,11.2444008115917,3.27621707456029,11.0442167502027,-3.89813087336811,35.6850661778732,6578,1872701955.25911
3,-48,0.554338220568547,984.099328797042,6.96228816582806,11.4178368893939,3.28811635377157,11.2420871732909,-3.84632088844298,34.9530334936999,6578,1934419544.52932
3,-49,0.578828194023751,981.971319477737,6.96228816582806,11.5940309412191,3.29650318783306,11.4398861888264,-3.79703709753247,34.233547024661,6578,1993875231.6619
3,-50,0.603920390280698,979.851232807815,6.96228816582806,11.7729294253833,3.30131849355389,11.637651323546,-3.7504190062586,33.5267144251858,6578,2050550783.58519
3,-51,0.629620895791164,977.738797466934,6.96228816582806,11.9544778929754,3.30250397118199,11.8354207704676,-3.70660078229275,32.8326088009714,6578,2103942117.70366
